COMPANY_NAME,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
"VISTAGE INTERNATIONAL, INC",2971267.62,2840472.01,2940616.45,3318003.19,3161423.66,3122845.91,3189439.14,3313935.57,3080876.51,3107881.21,3021573.34
"INFOBLOX, INC",3282144.7,3069235.85,3535415.32,4036091.38,2963490.09,3725375.98,2548127.91,2460127.2,2250393.51,2652870.67,3062339.24
ACTUANT CORPORATION,2588456.21,2621192.41,2489919.14,2735482.93,3215994.31,3491247.63,3413402.36,3600083.39,3697254.39,4327779.75,3911742.42
"FAMILY DOLLAR,INC",3172786.84,3800631.48,3633209.75,3336639.79,2705830.63,2997900.66,2797581.99,2611052.44,2737603.22,3030005.52,2987355.02
MATRIX SERVICE COMPANY,2702870.54,3285847.25,2806966.87,2818293.11,2737324.29,4479146.98,2609056.06,3365562.66,2953195.61,3516124.81,2175379.33
ASSOCIATED PRESS,2383895.01,2861201.88,2433651.08,3053625.88,2661201.53,2454831.95,3268667.53,5125900.61,3385692.39,3769930.18,3790561.35
BENDIX COMMERCIAL VEHICLE SYSTEMS,3454604.34,3260009.25,3152066.97,3133701.85,3039524.84,2999485.01,2637530.29,3033476.35,2896981.69,3509178.81,3288322.75
COLLEGE ENTRANCE EXAMINATION BOARD,2800375.41,3576645.02,3134120.82,3193507.66,2672762.59,3106220.28,3175761.35,3230131.34,2654320.63,3002413.84,2887850.39
HUSQVARNA,2775519.74,2896093.57,2730606.75,3063361.68,2913535.87,3020520.89,3064419.25,3594329.17,3461172.05,3446753.96,3453761.74
"OSISOFT, LLC",2638484.18,2863699.33,2830186.32,3304728.36,2547862.36,3101882.33,3218362.17,3930872.37,3078878.19,3358804.9,3161513.65
INDIVIOR INC,2476077.64,2699150.69,2512520.36,2802529.5,3256374.9,3182287.56,3380236.76,3854310.8,3338287.77,3755227.01,3904569.14
CLARIANT CORPORATION,2654596.22,3316874.46,2787363.23,3766494.44,2670711.14,2903281.33,2711118.02,3422763.77,3239761.58,3903978.91,3464688.93
HID CORPORATION,2615146.06,3155931.31,2648322.44,3453514.41,2465915.44,3011341.53,2986746.77,3874801.44,3260639.41,4122311.33,3106923.97
"PIONEER NATURAL RESOURCES USA, INC",2955812.85,3335989.36,3584108.64,3441661.61,2545116.81,2835515.84,2858748.54,3130183,2718970,3043542.79,3297384.92
SIGNODE INDUSTRIAL GROUP LLC.,2702361.48,3149001.95,2979332.89,2994449.72,3069116.72,3282732.39,3080789.39,2998262.14,3141814.82,3347956.89,3092390.06
"DOCUSIGN, INC.",2184566.76,2465981.99,2772589.19,2798741.35,3013771.26,3591178.94,3393043.72,3760981.62,3387204.01,3794490.3,3866643.59
FCM,2805343.45,3267961.84,3179250.31,3540773.83,2643666.65,3365678.69,3134767.21,3206555.74,2053012.46,2341881.55,2359741.73
"HEARTWARE, INC.",3132974.32,3715331.31,3310108.28,3462203.45,2509467.39,3046910.72,3226488.11,2823282.34,1861877.68,2443836.42,932513.83
"SAPA EXTRUSIONS,INC",2479991.18,2928559.64,3076822.95,3137121.61,2844559.9,3264040.4,3048123.13,3440004.87,2809183.49,2880367.89,3248155.82
OVE ARUP PARTNERS,2891994.03,2528474.97,2521041.54,3082733.15,3032277.64,2957854.98,3138006.82,3398386.72,3449396.25,893448.9,44856.79
CUNNINGHAM LINDSEY GROUP LIMITED,2541502.92,2480467.74,2458508.34,3277399.66,2646185.78,2854309.1,2630607.02,4679180.46,3420127.28,4351844.03,4377139.86
BANKRATE INC,3059266.52,2187128.92,2719853.84,3480156.66,2193400.23,2499299.74,2891474,3549437.58,4345474.73,3435192.55,3395033.97
PRIMARK LIMITED,2776116.24,3466193.94,3067789.14,3687346.28,2145906.29,2757388.09,2893513.3,3335535.87,2713490.6,2868218.53,2779997.57
"NGAM INTERNATIONAL, LLC.",2314714.15,3200342.55,2940275.37,3687824.5,2968800.9,3193406.94,2473153.47,3287385.83,2698806.88,2881096.56,2703816.91
"SHORETEL, INC.",2911924.25,3495968.55,2817498.82,2989726.85,3087104.8,3125984.29,2705954.56,2947844.91,2510297.32,2523178.5,2305631.48
PROTECTION ONE ALARM MONITORING INC.,2472005.6,2006343.31,1989728.55,2899758.23,3048370.42,3246104.83,3329326.12,3611174.87,3970399.81,2787812.07,3453341.86
WORLD ECONOMIC FORUM,2652126.22,5239594.46,1704281.57,2770037.52,2367849.7,4003485.48,2077666.74,3405667.68,2350606.18,5539984.48,2071327.81
JACKSON FAMILY ENTERPRISES INC.,2333224.96,3213320.65,2188552.22,3195703.03,3117629.44,3724350.45,2511324.79,3081973.87,3182585.42,3543754.5,2473370.55
"RAVAGO HOLDINGS AMERICA, INC.",2260548.57,2984576.24,2570228.16,3041008.17,2770234.88,3013615.52,2944976.98,3785067.39,3175453.51,3978382.97,3614564.63
LEGACY MARKETING PARTNERS,2625838.11,3122464.67,2796620.23,2901120.5,2677361.79,2874094.38,3122737.35,2920463.65,3499436.34,4289449.27,3564357.65
MOUNT ISA MINES LIMITED,4142253.61,3638683.56,4256083.9,3114774.45,2122594.94,1909272.08,2206946.34,2911351.8,2182915.86,2739218.94,3266713.67
BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,2356755.9,2530179.3,2729573.58,3404390.14,3026313.47,2832146,3120619.15,3519272.9,2882603.41,3517663.55,3643574.23
PLATINUM EQUITY,2713999.79,2725422.39,2664091.34,2935395.92,3105907.88,2991830.16,2910251.39,3149238.2,3078692.25,3085802.23,2933427.12
IBERIABANK CORPORATION,2855836.31,3766552.77,3102822.53,2881462.55,2513825.82,2665783.65,2609085.95,2858064.31,3003524.93,3502224.83,3141742.69
NXSTAGE MEDICAL,2559842.23,2795606.87,2592954.21,2916586.41,2865710.45,3193716.36,2977970.86,3332036.17,3009285.16,3587689.53,3279611.23
APTTUS,1192099,2051499.94,2125300.49,3330717.61,3299101.49,3933410.04,3411147.26,3706052.74,3144640.03,3705436.96,3370433.57
CONCENTRA OPERATING CORPORATION,3555341.4,3692143.79,2978320.86,3089495.13,2373953.02,2508534.88,2492512.78,2728403.7,2715664.29,3011365.47,2705543.3
QUANTCAST CORP,2182613.05,2570426.72,2468247.07,3233243.68,2468518.78,3182062.37,3018658.31,3771851.81,3214466.95,3080691.12,2914820.79
PARTNERRE LTD.,3019915.67,3246891.11,2518819.71,4022813.98,2415392.91,3300789.85,2368144.56,3272196.72,1859425.68,2509933.45,2038853.46
"GENERAL CABLE INDUSTRIES, INC.",1953734.21,3082909.33,3957075.45,3524586.99,2388554.4,2658626.13,2584390.05,3162218.3,2698417.39,3349694.62,2344873.31
"BUFFALO WILD WINGS, INC.",2621994.98,2681928.19,3109463.42,2896223.31,3050868.4,2816924.75,2983325.37,3030221.07,2790366.35,2535241.87,2360547.26
"MATHESON TRI-GAS, INC",2603727.74,2955329.11,2875874.44,2677360.98,2636368.82,3075372,2617346.09,3096206.88,3434991.28,3594676.86,4168843.98
THE WILLIAM CARTER COMPANY,3087037.19,2790849.9,3067965.63,3281052.13,2774690.34,2826274.78,3084475.19,2472472.15,2555489.85,2558164.81,2682521.67
"CHRISTIE DIGITAL SYSTEMS, INC.",2894303.11,3141093.88,2668781.57,2878961.96,2943134.9,3190911.46,2604960.25,2822758.63,2781756.72,3152301.1,2712433.26
REYES HOLDINGS LLC,2036270.18,2570856.77,2369531.56,2246029.22,2209457.02,3005866.25,3543520.77,3909249.37,4027244.64,5827510.18,7109197.56
PUTNAM INVESTMENT LLC,2884298.8,3189972.57,2634489.6,3426365.6,2839610.27,3177195.01,2452645.8,2942708.29,2314861.29,2700134.15,2461668.1
"BIOTRONIK, INC.",2627417.12,3545871.37,2461104.13,2851868.73,3032431.65,3201000.69,2129245.57,3163193.88,2828200.64,2765182.71,3014629.92
"BOMBARDIER RECREATIONAL PRODUCTS, INC",2176905.97,2319181.66,2227141.89,2707204.32,3328090.14,3079417.87,3238731.67,2927207.51,3764947.09,3216928.65,3243533.52
BMW CHINA AUTOMOTIVE TRADING LTD.,2381044.97,3157894.76,2984082.09,3536672.55,2795272.76,2800319.25,2847515.41,3156830.82,2098164.36,2670100.09,2835455.16
"TMNA SERVICES, LLC",2208077.56,2704386.07,2535909.21,3548590.25,2407596.68,3187522.56,2686695.94,3707733.87,2758024.89,3254460.27,2685935.89
"MABE, S.A. DE C.V.",2087830.3,2794242.69,2907969.72,2695940.36,2787799.1,3112664.29,3091124.94,3181953.39,3072176.97,3560061.4,3624814.01
CAPSUGEL BELGIUM NV,2420767.66,2849143.69,2589401.34,3062495.25,2780680.62,3072714.88,2652730.5,2962816.36,3297667.75,3808178.97,3250870.68
SCHAEFFLER GROUP USA,2774506.77,3098429.37,2949178.99,2156376.8,2550899.22,2917699.81,2514620.98,2515316.99,4203558.16,5645077.85,4673992.64
DOLLAR TREE,2440427.57,2650687.71,2947668.42,3262381.77,2961523.69,2821284.82,2970767.38,3239721.29,2380049.08,2727786.61,2928286.44
"UNIVERSAL HEALTH SERVICES, INC.",2302891.53,2839912.06,2991345.21,3316085.76,2599436.6,3068934.85,2798418.25,3046721.93,2704393.19,3105397.09,2800678.35
CLSA LIMITED,2670345.19,2954865.63,2909287.36,3432371.11,2331415.5,3085131.89,2661774.68,2992161.67,2614663.7,2576688.36,2658628.32
THE NORDAM GROUP,2446227.86,3012944.12,2587235.52,3469506.33,2331287.53,2882390.9,3036876.44,3436731.95,2356902.95,2968364.87,3126111.95
"HAWORTH, INC",2351528.74,2860486.16,2600874.05,3551579.68,2536636.51,3344221.38,2639311.89,3120523.34,2545413.05,3247591.64,2594231.54
MODINE MANUFACTURING COMPANY,2809626.41,2442654.63,2839454.25,2941454.11,3151741.88,2923674.23,3119230.01,2504135.44,2762643.79,2893382.85,2792254.1
"ATRICURE, INC.",1859389.01,2455207.06,2426320.9,2901377.54,2756752.62,3080371.27,3152769.2,3605949.75,3250897.59,3860021.93,3652839.98
"CHURCH & DWIGHT CO., INC.",2702185.92,2703999.01,2894115.1,2961973.46,2823157.21,2768759.08,2665223.88,3253100.51,2706863.68,3036958.27,3168896.12
"FLIR SYSTEMS, INC.",2585971.98,2830636.07,2481062.1,2950707.57,2665291.49,3058334.78,2534298.08,3161258.07,3181932.04,3619995.39,3057372.89
BROTHER INTERNATIONAL CORPORATION - CTE,2321507.51,2176480.32,2276294.11,2520234.03,2894471.91,2559671.26,3031302.69,3409016.32,4252066.99,2930666.12,3388572.27
"LANDIS+GYR TECHNOLOGY, INC",2941532.45,2717955.55,2688533.42,2605768.75,2527306.92,2676096.79,3015772.23,3217350.45,2968518.31,2884491.74,3060564.22
INTERNATIONAL SOS PTY LTD,2700355.05,3240294.09,2432441.01,3389807.17,2718316.85,3135972.05,2516931.8,3257011.9,1950677.54,2017796.11,1962474.32
"PIVOT TECHNOLOGY SOLUTIONS, LTD.",1929362.93,2581495.31,2852249.73,3078113.86,2864450.44,3404988.83,2972938.81,3016533.75,2612448.03,2891000.35,2622655.21
WORKIVA LLC,2148987.81,2768233.43,2799567.31,3145401.8,2704571.94,3105330.37,2965697.13,3127575.27,2525314.5,3311526.3,3482824.66
"MICHAEL KORS (USA), INC.",2661492.4,2336810.99,2675260.61,2482813.1,2282750.54,1982728.31,2464407.57,3935924.75,4437906.01,4258274.42,3909525.01
SCHNEIDER ELECTRIC LTD.,2700709.92,2872965.18,2727979.25,3202460.81,2828114.1,3143167.24,2664034.16,2710660.43,2380501.3,2531033.83,2599358.02
COMAU INC.,3245524.98,3136726.93,3642059.77,3021112.8,3271251.6,2571610.64,1820461.92,1874746.73,2640110.15,2911192.45,3318133.78
INMARSAT GLOBAL LTD.,2588690.91,2964769.34,2591577.4,3019895.56,2794586.46,2852104.06,2361297.6,3063744.98,2976457.81,3421722.41,3615504.62
"REMY COINTREAU USA, INC.",2196305.6,2284850.98,2512010.18,2667028.99,2695522.89,3124293.93,3171321.98,3071953.35,3456342.2,2771374.65,2676732.89
PLURALSIGHT,2422617,3637436.39,3371299.62,3150756.02,2226477.83,2619241.2,2628309.32,2425968.75,2695286.59,3886617.78,3641903.17
"SEATTLE GENETICS, INC",2314635.4,2687404.37,2405504.03,3212277.5,2588939.05,2957703.26,2917146.34,3332595.35,2748964,3419430.06,2800960.28
PRIMELENDING A PLAINSCAPITAL CO,2345339.52,2347442.34,2508788.91,2981429.91,2741778.78,2923011.85,3031971.62,3481278.02,2793401.34,3010690.75,3117961.89
SATCOM DIRECT,2146260.03,2416270,2900206.04,3521320.31,2710151.86,2850821.25,2846165.35,3329961.97,2370952.51,3221116.65,3175844.39
NEW BALANCE SHOES INC,2336520.25,2625512.71,2370424.91,3070276.45,2392254.81,3505599.73,2661846.66,3290791.63,2789633.49,4164932.31,2810718.95
STARR UNDERWRITING AGENCY LLC,2208877.43,2871659.46,2558960.88,2832600.09,2569933.81,3152485.1,2760946.17,3109461.22,2938555.22,3362378.64,2932612.74
RESMED CORP,2735252.11,2894653.74,2361294.52,2624948.04,2779511.99,2543020.01,2866162.04,3065485.47,3120896.48,3809097.06,3450457.51
"ENABLE MIDSTREAM PARTNERS, LP",4007381.8,3153812.5,2992536.9,3852683.3,2048884.85,1920292.39,2199753.42,2585180.16,2172677.2,2427321.26,2536183.97
PHARMACYCLICS LLC,2264217.17,2878459.62,2938865.55,2813925.64,2142751.25,2679342.46,2955703.35,3312158.74,2897823.9,3500209.93,3719790.05
ALLNEX BELGIUM SA NV,2325042.97,2387823.36,2416072.52,3081150.6,2656613.95,3005824.38,2611799.35,3482424.29,2890190.5,2994614.26,2076129.33
"ASSETMARK, INC.",2353612.35,2410429.61,2635889.88,4992387.62,2384072.17,2840981.21,2679817.33,2546759.08,1999661.16,2265789.92,1862711.3
CHRISTUS HEALTH,1824363.72,2865236.78,2305695.57,2718168.45,2619491.63,3067378.76,2901263.24,3347661.87,3177251.32,3885883.56,3052045.74
ENSCO,3851281.66,3944807.87,3336636.37,3149708.26,2519656.19,2242211.08,1725847.05,1993179.39,2060399.76,2383572.53,1959341.88
"CROCS, INC.",2710706.05,3405497.97,2714176.75,3250694.7,2574626.09,2982341.7,2224841.45,2556532.03,2396441.41,2884484.7,2464138.05
FRAMGROUP,2855439.39,2836891.5,2969885.78,3078324.3,3003741.23,3169890.35,2724621.53,2304665.23,1734291.66,1845840.56,1662549.73
PF CHANGS CHINA BISTRO,2695948.83,2612715.35,2714508.75,2871606.76,2448241.21,2604552.99,3079236.48,2832943.37,2766033.32,2437171.88,3122358.04
FORUM ENERGY,4063458.12,2985591.62,3087604.09,2550011.47,2622035.66,2491666.32,2191402.81,2258670.17,2370724.68,2804102.87,2676298.31
"NSK AMERICAS, INC",3475575.93,2278836.88,2851186.52,2470511.22,3089759.87,2937141.43,2440976.12,2649015.66,2392296.26,2311162.15,2282535.92
"LES SCHWAB WAREHOUSE CENTER, INC.",2155020.28,2305610.55,2855479.41,2743589.13,2490660.7,2631181.36,3519706.27,2863565.38,2981089.93,3637658.01,3897042.28
"LITTELFUSE, INCORPORATED",1809457.51,2230305.83,2207652.99,3181549.24,2141281.3,3006409.38,3013050.16,4051508,2837041.53,3122381.73,3404770.45
"ADVANCE PUBLICATIONS, INC.",2781394.16,3093465.81,2642134.58,3063808.41,2606107.17,2677770.11,2550096.38,2578906.47,2468395.13,2622305.91,2745425
CHUBB SERVICES UK LIMITED,2469728.52,2730053.65,2557325.99,3704968.82,2142283.52,2646132.39,2505767.3,3322887.76,2253639.78,3150167.64,3223980.31
"MARSH & MCLENNAN AGENCY, LLC",1261461.8,1651471.34,1984481.22,3382098.98,2173228.3,3212192.21,3264942.9,4233894.03,3146468.84,4040056.93,3707920.15
"ARM, LTD",1681216.43,1703659.23,1726759.11,3011250.26,2947081.55,3080899.32,2737701.65,3936368.09,3482311.56,3923551.87,3840518.23
"DINEEQUITY, INC.",2491067.56,2766461.03,2666117.56,3093218.04,2418378.69,3007148.09,2220638.29,3100399.36,2537638.59,2871969.52,2781513.6
GATEWAY CHURCH - CTE,2728927.65,2627273.85,2654370.08,2130708.94,3570573.67,3348940.18,2832485.02,1954192.43,2395190.87,2339026.26,2313744.36
ROYAL CANIN.,2226145.08,2275089.7,2557008.26,3046541.7,2714335.71,3525449.15,2599735.9,2971580.75,2300384.94,2630302.7,2953751.74
"SMITHS MEDICAL ASD, INC.",3002912.46,2812723.84,2350276.47,2849525.89,2636674.52,2837466.19,2314916.16,2796003.96,2613921.3,2571001.59,2343285.59
ALFA LAVAL INC,2263241.61,2690438.18,2584744.47,2802293.82,2551028.62,2973118.66,2588400.86,2915298.38,2754078.48,3078976.88,2590157.7
FENDER MUSICAL INSTRUMENTS CORPORATION,2545055.8,2308806.18,2715983.61,3190622.27,2489454.25,2558104.96,2870831.72,2988542.45,2404421.36,2300476.54,2603991.64
MACQUARIE UNIVERSITY,1131944.01,3138864.65,2824888.71,3697063.55,1605255.4,2924884.95,2603788.84,4332620.13,1796645.21,3291309.81,3019413.38
"A&E TELEVISION NETWORKS, LLC",2203691.76,2528204.19,2649791.54,2907260.57,2856458.32,3170428.6,2694946.44,2554413.42,2480216.84,2860006.01,3065597.18
GRIFFON CORPORATION,2149069.54,2687598.21,2481093.97,2568507.1,2665639.33,2661297.22,3025452.54,2652865.61,3146991.95,3179540.21,3018180.82
WESTED,2086797.84,2423973.3,3132871.32,2908063.82,1932646.91,2825933.09,3367236.84,2791515.64,2565783.85,2822879.99,3763538.04
ASTELLAS PHARMA INC.,1008460.73,2321048.91,2036060.14,3080406.83,2491374.99,2557920.55,2896527.93,3824385.43,3794239.7,3527325.29,7381535.02
"WOODFOREST FINANCIAL GROUP, INC.",2074013.09,2317976.78,2371624.18,2606522.71,2467857.64,2972730.57,3325361.45,3175363.9,2640827.54,2876167.99,3048073.89
"MITSUBISHI ELECTRIC US, INC.",2686466.09,2515010.33,2400372.98,2562478.65,2475622.25,2691903.61,2678232.48,2817485.28,3095475.39,2874250.86,3010351.9
"ARCH INSURANCE GROUP, INC.",2388969.11,2791291.32,2458492.84,2985383.68,2580145.68,2712496.21,2558017.1,2755972.45,2652463.48,3174134.96,3025383.97
KUKA SYSTEMS NORTH AMERICA LLC,2012970.87,2078831.55,2429038.08,2391843.26,3057478.78,3058973.01,2914130.34,2597520.8,3318348.51,3227462.32,4538873.21
HITACHI EUROPE LTD,2250291,2319663.73,2390139.15,2837813.46,2719409.92,2862016.49,2593286.64,2936595.2,2831760.69,2407464.4,2666510.93
PABST BREWING COMPANY,1495659.41,1879308.73,2388905.5,2926194.4,2902429.44,3712826.04,3361343.34,2556708.27,2488089.82,2646030.94,2857283.5
"SYNIVERSE TECHNOLOGIES, LLC",2725227.34,2891482.56,2764894.3,2959617.88,2603831.9,2210614,2071436.22,2686291.74,2764808.87,2470894.41,2227061.24
OPEN SOCIETY INITIATIVE FOR EUROPE.,2053575.47,2815978.76,2300917.33,2812215.88,2409153.65,3036102.17,2523442.92,3331335.06,2363203.63,3419920.72,2703337.1
INFINEON TECHNOLOGIES AMERICAS CORP.,3063639.57,3457829.37,2691655.6,2772990.74,2232071.99,2042530.05,1532955.88,2697347.37,3152869.59,3995072.4,3981451.22
IRONSHORE,1983871.57,2550052.32,2261211.82,2687612.12,2435960.45,3300849.52,2601450.44,3258905.7,2533047.85,2920158.47,2509700.52
BARNES & NOBLE,2456989.69,3213617.55,3207441.84,2991321.52,2336070.11,2943028.12,2293952.79,1969151.73,2173582.35,3312369.38,3145173.1
"COSTAR GROUP, INC.",2307841.89,2569096.84,2554864.53,3106818.83,2236178.01,1841726.72,2803954.43,2678587.63,3474187.84,4284411.08,3981871.49
FREUDENBERG NORTH AMERICA LIMITED PARTNERSHIP.,2494709.57,2753632.31,2585100.35,2771557.19,2273229.59,2816790.61,2530542.56,2569211.15,2765496.66,3660238.77,3752460.94
EGON ZEHNDER INTERNATIONAL INC.,2619668.67,2803399.38,2679665.4,2653863.93,2438449,2726699.08,2378438.35,2776805.57,2453691.52,2809735.87,2612703.14
"POINT72 ASSET MANAGEMENT, L.P.",1827376.29,2180876.46,2035138.01,2583550.68,2726526.48,2619646.28,2535542.85,3956203.88,3034985.46,3126532.5,2165647.13
"ASSOCIATIONS, INC. DBA ASSOCIA",2604862.84,2485696.44,2676857.4,2513956.71,2210877.2,2578806.64,2702613.17,2844784.51,2841035.23,3582676.53,3225550.65
"NORTH POINT MINISTRIES, INC",2531573.37,2637936.78,2589481.86,2601406.11,2654108.25,2704818.2,2729473.68,2399056.17,2544052.38,2622332.66,2899308.99
NIKON INC,2578018.71,2361294.01,2459165.9,2805028.43,2767430.31,2468809.01,2575525.57,2742924.04,2613231.4,2442940.19,2525455.45
CANADIAN BLOOD SERVICES,2808299.27,2848909.36,2298714.84,2777622.6,2370436.41,2682296.04,2219990.13,2912105.27,2439507.78,2371894.96,2074909.74
RAPID7 LLC,1697539.88,2225667.12,2555183.03,2785839.16,2574134.44,3028672.86,3093307.38,2669403.39,2707703.13,3592139.09,3999716.04
"ANGIODYNAMICS, INC.",2303693.41,2421193.91,2505457.97,3175170.74,2543184.69,2725996.11,2356167.6,2877490.42,2387183.06,2879441.16,2369000.45
LITHIA MOTORS INC,1832815.61,2330378.05,2457286.41,2585193.72,2526927.7,2671470.38,2781827.95,3124091.32,2959746.9,3352076.44,3676868.36
"VEYANCE TECHNOLOGIES, INC.",2904653.4,3382042.93,2709976.04,2480749.86,2128729.42,2438393.65,2340041.23,2527729.66,2340762.74,2781004.99,2968664.57
"TECHMEDIANETWORK, INC",2683935.36,2400815.45,2158610.01,2441824.87,2843912.89,2846457.44,2802178.72,2866641.35,2197593.19,2992751.49,2265043.61
LEE ENTERPRISES INC.,2925817.96,2610854.14,2749285.17,2630091.04,2606428.85,2484985.1,2434110.67,2301588.27,2493822.49,2201763,2120476.35
"INSURANCE AUTO AUCTIONS, INC.",2132243.85,2658753.66,2958476.14,2723440.45,2057066.22,2542842.85,2612021.36,2975084.91,2534090.59,2500231.2,3028205.48
"WESTLAKE SERVICES, INC.",2930778.01,2100923.76,2362612.88,2953474.12,2418869.97,2624971.72,2318507.53,2550402.05,2889934.86,2042052.89,1146448.3
THE GEO GROUP INC,1957947.25,2925095.61,2388261.81,1996135.4,2066258.05,2893965.6,2965085.17,2867278.12,3089075.31,3294452.56,3351831.51
"NELNET, INC.",2133071.44,2605721.07,2269021.54,2766503.44,2208821.11,2661627.04,3016365.75,2966254.64,2512515.29,2622163.45,2660687.7
MINTER ELLISON,2013881.99,2822757.79,2630066.75,2685589.75,1944977.98,3262637.28,2623125.31,2893331.84,2263102.18,3205021.96,2938001.74
"WINN-DIXIE STORES, INC.",2563036.46,3182474.32,3022361.22,2375128.34,2029769.61,2173686.76,2534478.21,3037278.67,2215223.93,2485007.24,2290522.16
ALLIED WORLD ASSURANCE COMPANY (U.S.) INC.,2400620.89,2962641.51,2625049.16,3744655.13,2178220.09,2602010.58,2009372.99,2476283.89,2111612.17,2456549.38,2038816.08
FIG LLC,2688717.35,2355735.99,2730355.75,1869206.8,2311188.87,2656552.17,3142325.55,3431278.78,1921872.82,3395410.73,2616560.67
THE VINCIT GROUP CTE,2417065.21,2646174.46,2670113.18,2479478.88,2537774.34,2396687.48,2506452.88,2658629.31,2758231.54,2930073.77,3083870.09
KHS USA INC.,2103915.65,2525213.87,2611928.18,2466126.72,2487434.98,2553360.75,2985297.27,2811023.86,2520628.35,2499109.16,2622726.58
"REAL PAGE, INC",1940802.73,2553349.73,2904091.9,2516026.67,2390043.95,2819358.02,2671326.71,2407073.37,2851340.76,3247459.8,3381449.88
FISHER ASSET MANAGEMENT LLC,2183800.17,2859540.6,2904431.09,2592581.22,2448894.79,2215562,2566415.33,2868319.12,2408959.24,2545552.75,2562466.48
"IRON PLANET.COM, INC.",1813371.01,2283393.77,2520654.3,2479687.17,2360696.53,3281663.75,3063055.81,2772430.57,2459204.29,2271137.24,1974034.41
"AMERICOLD LOGISTICS, LLC",2244458.75,2469925.79,2856404.09,2804524.22,2180218.52,2838514.95,2581042.32,2589837.23,2468756.64,2844862.6,3073442.89
FARM CREDIT BANK OF TEXAS,1780688.22,2588097.21,2631573.88,3307699.9,1947504.48,2958086.7,2520729.24,3197574.54,2098456.72,2861962.8,2713974.22
CYNOSURE INC,1672323.64,1803522.38,1754855.46,2227299.98,2361499.41,2736693.55,2963093.6,3774731.42,3703735.24,3812758.04,3058327.48
